contact;education;day;duration;campaign;previous;poutcome;loan
cellular;secondary;12;756;3;0;unknown;no
unknown;secondary;14;241;2;0;unknown;yes
telephone;primary;3;258;2;0;unknown;no
cellular;tertiary;25;137;16;0;unknown;no
unknown;unknown;5;48;2;0;unknown;no
unknown;secondary;12;283;1;0;unknown;no
unknown;secondary;30;247;2;0;unknown;no
telephone;primary;18;193;4;0;unknown;no
cellular;tertiary;11;129;4;2;failure;no
cellular;tertiary;8;209;2;0;unknown;no
unknown;tertiary;17;31;1;0;unknown;no
cellular;secondary;21;88;5;0;unknown;no
cellular;primary;12;22;5;0;unknown;no
unknown;secondary;20;234;5;0;unknown;no
unknown;secondary;3;23;1;0;unknown;yes
cellular;secondary;7;353;2;0;unknown;no
unknown;tertiary;6;221;2;0;unknown;no
cellular;tertiary;25;196;1;4;failure;no
cellular;secondary;20;395;1;0;unknown;yes
cellular;secondary;14;126;3;7;other;no
cellular;secondary;3;13;5;0;unknown;no
cellular;secondary;9;170;1;0;unknown;yes
unknown;secondary;5;20;1;0;unknown;no
cellular;secondary;14;358;6;0;unknown;no
cellular;secondary;28;159;1;0;unknown;no
cellular;primary;12;225;3;0;unknown;no
cellular;secondary;10;493;1;14;success;no
telephone;secondary;11;585;1;2;success;no
unknown;unknown;20;13;11;0;unknown;no
telephone;tertiary;20;26;1;0;unknown;no
unknown;unknown;1;161;1;0;unknown;no
unknown;primary;12;122;1;0;unknown;yes
cellular;tertiary;19;456;2;0;unknown;no
unknown;unknown;3;26;7;0;unknown;no
unknown;primary;12;51;9;0;unknown;no
cellular;secondary;28;37;12;0;unknown;no
cellular;secondary;14;150;1;1;failure;no
cellular;secondary;13;104;10;0;unknown;no
cellular;primary;13;721;1;0;unknown;no
unknown;secondary;20;9;13;0;unknown;no
cellular;tertiary;26;68;1;0;unknown;no
cellular;tertiary;4;74;3;0;unknown;no
unknown;primary;2;777;4;0;unknown;no
unknown;tertiary;8;339;2;0;unknown;no
cellular;secondary;13;78;2;0;unknown;no
unknown;secondary;20;201;1;0;unknown;yes
unknown;secondary;20;18;9;0;unknown;no
cellular;secondary;26;83;4;0;unknown;no
cellular;tertiary;8;233;2;0;unknown;no
cellular;tertiary;17;174;2;0;unknown;no
cellular;tertiary;18;89;1;0;unknown;no
cellular;tertiary;9;145;3;4;success;no
unknown;secondary;19;1017;1;0;unknown;no
unknown;primary;7;548;2;0;unknown;no
cellular;tertiary;11;213;4;0;unknown;no
cellular;secondary;5;210;1;0;unknown;no
cellular;tertiary;17;224;3;4;failure;no
unknown;secondary;16;541;19;0;unknown;no
cellular;secondary;9;104;1;0;unknown;yes
cellular;secondary;15;171;1;0;unknown;no
cellular;tertiary;7;387;2;0;unknown;no
cellular;secondary;15;830;1;2;failure;no
unknown;unknown;5;57;1;0;unknown;no
cellular;tertiary;20;97;1;0;unknown;no
cellular;secondary;17;474;2;0;unknown;no
telephone;primary;31;115;6;0;unknown;no
cellular;secondary;20;106;2;1;failure;no
unknown;tertiary;29;645;2;0;unknown;no
unknown;primary;9;210;2;0;unknown;no
unknown;secondary;13;97;1;0;unknown;yes
cellular;secondary;19;52;1;6;failure;no
cellular;secondary;2;223;1;4;failure;no
cellular;secondary;11;126;2;0;unknown;no
cellular;secondary;16;1473;6;0;unknown;yes
unknown;secondary;27;723;2;0;unknown;no
cellular;secondary;22;279;2;0;unknown;no
telephone;tertiary;17;293;20;0;unknown;no
unknown;unknown;18;359;2;0;unknown;no
cellular;secondary;9;404;1;1;success;no
cellular;secondary;14;317;6;1;success;no
cellular;tertiary;30;830;1;0;unknown;no
cellular;tertiary;19;37;1;0;unknown;yes
unknown;unknown;6;168;1;0;unknown;no
unknown;tertiary;18;89;4;0;unknown;no
unknown;secondary;2;746;2;0;unknown;no
telephone;unknown;9;225;1;1;success;no
telephone;unknown;6;256;1;0;unknown;no
unknown;secondary;6;219;2;0;unknown;no
cellular;primary;21;211;2;0;unknown;no
cellular;tertiary;13;216;1;4;success;no
cellular;tertiary;25;106;2;0;unknown;yes
cellular;secondary;9;869;1;0;unknown;no
cellular;tertiary;15;58;2;0;unknown;no
cellular;primary;31;124;10;0;unknown;no
cellular;tertiary;8;201;2;0;unknown;no
unknown;secondary;16;688;1;0;unknown;no
cellular;secondary;9;501;2;0;unknown;no
cellular;tertiary;30;260;1;0;unknown;no
cellular;secondary;4;139;1;0;unknown;no
cellular;tertiary;21;142;1;0;unknown;no
cellular;secondary;18;154;2;0;unknown;no
cellular;tertiary;21;81;1;0;unknown;yes
cellular;secondary;30;69;6;0;unknown;no
cellular;tertiary;27;136;8;0;unknown;no
cellular;secondary;31;99;13;0;unknown;no
cellular;tertiary;21;9;6;0;unknown;no
unknown;primary;12;278;1;0;unknown;no
cellular;tertiary;2;82;2;0;unknown;no
cellular;tertiary;11;100;2;0;unknown;no
cellular;tertiary;19;171;1;1;failure;no
unknown;primary;19;84;1;0;unknown;no
cellular;tertiary;8;433;2;0;unknown;no
cellular;secondary;15;624;6;0;unknown;yes
cellular;secondary;23;698;2;0;unknown;no
cellular;primary;14;518;2;0;unknown;no
unknown;tertiary;28;317;1;0;unknown;no
cellular;secondary;20;8;3;0;unknown;no
telephone;unknown;28;118;8;0;unknown;no
cellular;secondary;28;294;2;2;failure;yes
cellular;secondary;30;815;1;1;other;no
cellular;tertiary;21;857;4;0;unknown;no
unknown;secondary;5;174;1;0;unknown;no
cellular;secondary;5;1130;4;0;unknown;no
cellular;secondary;7;13;5;0;unknown;no
unknown;primary;7;198;2;0;unknown;no
cellular;secondary;8;503;1;0;unknown;no
cellular;primary;29;249;3;0;unknown;no
cellular;tertiary;14;343;2;0;unknown;yes
cellular;primary;6;479;2;0;unknown;no
cellular;tertiary;3;116;2;1;failure;yes
cellular;secondary;9;15;5;0;unknown;no
unknown;primary;16;427;3;0;unknown;no
cellular;tertiary;20;921;2;0;unknown;no
cellular;secondary;29;41;1;7;failure;yes
cellular;secondary;13;73;2;0;unknown;yes
cellular;secondary;25;65;2;0;unknown;no
unknown;secondary;15;192;3;0;unknown;no
cellular;secondary;21;411;1;1;failure;no
cellular;secondary;29;305;2;0;unknown;yes
cellular;secondary;17;472;1;2;failure;no
cellular;tertiary;21;115;1;0;unknown;no
telephone;tertiary;23;141;1;0;unknown;no
telephone;tertiary;31;24;14;0;unknown;yes
cellular;secondary;28;264;5;0;unknown;no
unknown;secondary;29;66;2;0;unknown;no
cellular;tertiary;3;318;4;3;failure;no
unknown;secondary;4;622;1;0;unknown;yes
cellular;tertiary;11;104;4;0;unknown;no
cellular;secondary;2;76;2;0;unknown;no
unknown;tertiary;16;601;1;0;unknown;yes
cellular;secondary;5;509;2;0;unknown;no
unknown;secondary;27;174;1;0;unknown;yes
cellular;secondary;7;57;2;0;unknown;yes
cellular;secondary;31;187;2;0;unknown;yes
cellular;primary;5;493;2;0;unknown;no
cellular;primary;31;18;44;0;unknown;no
cellular;primary;20;257;1;0;unknown;no
cellular;secondary;11;196;2;0;unknown;no
unknown;primary;8;144;3;0;unknown;no
cellular;tertiary;18;285;7;0;unknown;no
unknown;secondary;16;627;1;0;unknown;no
unknown;secondary;27;136;2;0;unknown;no
unknown;secondary;20;27;3;0;unknown;no
cellular;secondary;12;88;2;1;success;no
unknown;tertiary;8;362;1;0;unknown;no
unknown;secondary;5;214;5;0;unknown;no
cellular;secondary;20;404;6;1;failure;no
unknown;secondary;24;103;6;0;unknown;no
cellular;secondary;7;356;2;3;failure;no
cellular;secondary;21;219;1;0;unknown;no
unknown;unknown;7;984;1;0;unknown;no
telephone;secondary;5;252;3;1;failure;no
telephone;secondary;12;129;1;0;unknown;yes
unknown;secondary;21;226;1;0;unknown;no
telephone;primary;31;664;1;3;success;no
cellular;tertiary;13;157;1;3;failure;yes
cellular;tertiary;26;484;2;0;unknown;no
unknown;primary;6;800;1;0;unknown;no
unknown;secondary;13;231;1;0;unknown;no
cellular;primary;7;102;1;0;unknown;yes
unknown;tertiary;27;240;3;0;unknown;no
unknown;tertiary;5;350;2;0;unknown;no
cellular;secondary;7;458;2;1;other;no
unknown;tertiary;3;366;1;0;unknown;no
telephone;secondary;4;115;1;0;unknown;no
unknown;secondary;17;260;4;0;unknown;yes
unknown;secondary;5;327;2;0;unknown;no
telephone;unknown;16;434;1;1;failure;no
cellular;tertiary;21;166;1;0;unknown;yes
cellular;primary;18;171;7;0;unknown;no
cellular;secondary;11;577;1;1;other;no
cellular;secondary;21;224;8;0;unknown;no
telephone;unknown;31;1088;17;0;unknown;no
cellular;primary;13;79;1;1;failure;no
cellular;tertiary;18;52;1;0;unknown;no
telephone;secondary;11;259;4;0;unknown;no
cellular;secondary;5;163;1;0;unknown;no
cellular;secondary;17;159;2;2;failure;yes
cellular;tertiary;19;54;2;0;unknown;no
cellular;tertiary;10;421;6;0;unknown;no
cellular;secondary;29;70;2;0;unknown;no
cellular;primary;13;310;2;0;unknown;no
cellular;tertiary;7;223;1;0;unknown;no
cellular;tertiary;3;39;1;0;unknown;no
unknown;secondary;2;151;3;0;unknown;no
unknown;secondary;16;270;15;0;unknown;no
cellular;secondary;18;110;5;0;unknown;no
telephone;tertiary;15;94;2;0;unknown;no
cellular;tertiary;16;90;2;0;unknown;no
cellular;tertiary;25;115;6;0;unknown;no
cellular;secondary;24;220;2;2;other;no
cellular;secondary;17;291;4;1;failure;no
cellular;secondary;8;506;1;0;unknown;no
cellular;tertiary;21;151;2;0;unknown;no
unknown;secondary;5;812;1;0;unknown;no
cellular;tertiary;18;119;1;0;unknown;no
cellular;secondary;12;33;3;2;other;no
unknown;secondary;30;352;3;0;unknown;no
unknown;primary;6;383;1;0;unknown;yes
unknown;secondary;16;21;3;0;unknown;no
cellular;secondary;18;266;1;2;failure;no
unknown;secondary;7;866;2;0;unknown;yes
unknown;primary;20;10;3;0;unknown;no
cellular;secondary;7;240;1;0;unknown;no
unknown;primary;5;366;2;0;unknown;no
unknown;primary;15;153;1;0;unknown;no
cellular;secondary;22;197;2;0;unknown;no
cellular;secondary;31;106;4;0;unknown;no
telephone;secondary;28;112;1;0;unknown;no
cellular;tertiary;28;30;9;0;unknown;yes
cellular;secondary;16;211;3;0;unknown;yes
cellular;tertiary;25;313;5;0;unknown;no
cellular;secondary;21;252;1;4;failure;yes
telephone;primary;5;181;1;0;unknown;no
cellular;tertiary;28;118;4;0;unknown;yes
cellular;secondary;17;57;1;0;unknown;no
cellular;secondary;11;102;2;0;unknown;no
cellular;secondary;9;239;4;0;unknown;no
cellular;tertiary;7;187;3;0;unknown;yes
cellular;secondary;15;66;2;0;unknown;no
unknown;secondary;21;206;6;0;unknown;no
cellular;primary;8;239;1;2;failure;no
cellular;secondary;18;7;7;25;failure;no
cellular;tertiary;19;260;2;0;unknown;no
unknown;secondary;27;347;1;0;unknown;no
unknown;secondary;7;697;2;0;unknown;no
cellular;tertiary;8;182;3;0;unknown;no
cellular;primary;21;549;2;0;unknown;no
unknown;primary;9;1151;5;0;unknown;no
cellular;tertiary;11;445;1;0;unknown;no
unknown;secondary;13;213;5;0;unknown;no
cellular;secondary;13;409;2;0;unknown;no
cellular;secondary;24;873;8;0;unknown;no
unknown;secondary;12;147;5;0;unknown;no
cellular;secondary;14;85;2;0;unknown;no
unknown;primary;8;96;1;0;unknown;no
cellular;tertiary;7;195;1;0;unknown;no
cellular;primary;16;622;1;1;failure;no
cellular;secondary;4;101;2;0;unknown;no
cellular;secondary;14;563;1;0;unknown;no
cellular;tertiary;16;670;1;0;unknown;yes
cellular;tertiary;4;190;3;0;unknown;no
unknown;tertiary;19;351;1;0;unknown;yes
cellular;secondary;20;215;6;2;failure;no
unknown;tertiary;3;59;1;0;unknown;no
cellular;primary;17;446;2;0;unknown;no
cellular;tertiary;18;310;1;1;failure;no
unknown;tertiary;13;213;1;0;unknown;yes
unknown;secondary;27;371;2;0;unknown;yes
cellular;tertiary;4;54;2;0;unknown;no
cellular;tertiary;8;118;6;0;unknown;no
cellular;unknown;2;212;1;2;other;no
unknown;primary;11;81;1;0;unknown;no
cellular;tertiary;5;157;1;0;unknown;no
unknown;primary;8;194;1;0;unknown;yes
unknown;secondary;29;129;2;0;unknown;no
cellular;secondary;29;219;1;1;failure;no
telephone;secondary;5;475;4;2;failure;no
cellular;tertiary;26;359;3;0;unknown;no
telephone;tertiary;31;168;2;0;unknown;no
unknown;secondary;19;148;1;0;unknown;yes
telephone;secondary;2;197;1;0;unknown;no
unknown;primary;11;42;2;0;unknown;no
unknown;tertiary;17;118;3;0;unknown;no
cellular;primary;11;299;2;0;unknown;no
telephone;tertiary;27;198;2;0;unknown;no
cellular;secondary;2;361;1;0;unknown;no
unknown;primary;27;217;1;0;unknown;no
telephone;secondary;12;25;1;0;unknown;no
cellular;primary;7;1516;2;2;other;no
unknown;secondary;12;129;2;0;unknown;no
unknown;secondary;26;592;4;0;unknown;no
unknown;primary;23;331;6;0;unknown;no
cellular;tertiary;8;353;2;0;unknown;no
cellular;secondary;19;256;3;0;unknown;no
cellular;secondary;20;340;1;2;failure;no
cellular;tertiary;21;101;2;0;unknown;no
cellular;secondary;17;599;2;0;unknown;no
cellular;primary;6;610;2;1;failure;no
unknown;primary;20;412;1;0;unknown;no
cellular;tertiary;16;314;1;1;success;no
cellular;secondary;17;508;1;11;success;no
unknown;secondary;5;212;1;0;unknown;no
cellular;secondary;18;151;12;0;unknown;yes
cellular;secondary;21;58;1;4;failure;no
cellular;secondary;5;8;6;0;unknown;no
cellular;tertiary;28;297;4;4;other;no
cellular;secondary;20;180;1;0;unknown;no
cellular;secondary;19;87;1;0;unknown;no
telephone;primary;28;59;5;0;unknown;no
cellular;tertiary;28;81;4;0;unknown;no
unknown;tertiary;3;207;1;0;unknown;no
cellular;unknown;21;216;4;0;unknown;no
unknown;primary;30;322;2;0;unknown;no
cellular;secondary;20;137;1;2;failure;no
unknown;secondary;6;371;2;0;unknown;no
cellular;tertiary;5;298;5;0;unknown;no
cellular;tertiary;7;101;2;0;unknown;no
cellular;tertiary;17;110;1;0;unknown;no
cellular;secondary;30;107;2;0;unknown;no
cellular;primary;16;743;1;0;unknown;no
cellular;secondary;31;644;2;0;unknown;no
cellular;secondary;29;169;1;0;unknown;no
cellular;secondary;4;380;1;0;unknown;no
cellular;tertiary;21;663;4;0;unknown;no
cellular;primary;11;238;2;5;failure;no
unknown;primary;9;514;1;0;unknown;no
cellular;secondary;5;128;1;0;unknown;no
cellular;secondary;30;130;1;1;other;no
cellular;tertiary;5;131;5;3;failure;no
unknown;secondary;2;111;4;0;unknown;no
cellular;secondary;16;169;1;0;unknown;no
cellular;secondary;16;346;1;3;failure;yes
unknown;tertiary;4;205;6;0;unknown;no
unknown;secondary;28;576;3;0;unknown;no
telephone;tertiary;18;1476;3;0;unknown;no
cellular;secondary;28;171;3;0;unknown;no
cellular;tertiary;20;185;2;0;unknown;no
unknown;tertiary;27;676;6;0;unknown;no
cellular;primary;21;362;1;0;unknown;no
cellular;secondary;12;193;2;0;unknown;no
cellular;tertiary;26;63;4;0;unknown;no
cellular;primary;29;816;6;0;unknown;yes
cellular;secondary;13;951;3;4;failure;yes
unknown;secondary;26;1234;3;0;unknown;no
cellular;secondary;17;306;1;0;unknown;no
unknown;unknown;16;509;2;0;unknown;yes
cellular;tertiary;30;210;3;0;unknown;no
unknown;secondary;20;129;2;0;unknown;no
unknown;secondary;15;1263;2;0;unknown;no
unknown;secondary;29;660;2;0;unknown;no
cellular;secondary;14;356;2;0;unknown;no
cellular;secondary;20;45;4;1;failure;no
cellular;secondary;7;624;5;0;unknown;no
cellular;secondary;19;151;11;0;unknown;no
cellular;secondary;6;129;4;3;other;no
cellular;tertiary;3;345;2;7;other;yes
